n,search_params,params,build_ndc,build_ms,recall_mean,ndc_mean,time_ms_mean
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214956,179.71305800000002,0.700,770.640,0.242
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,151.145297,0.679,737.937,0.228
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,996.788807,0.948,864.633,0.174
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 4, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 30, distance: Dot }",8879988,956.790095,0.956,1395.173,0.253
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214957,155.019095,0.700,770.640,0.243
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170026,132.70451699999998,0.679,737.927,0.230
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,1005.886187,0.948,864.633,0.187
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 4, max_neighbors_after_reverse_pruning: 10, initial_neighbors: 20, distance: Dot }",5013776,548.6088420000001,0.887,749.957,0.137
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214956,156.932228,0.700,770.640,0.237
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,133.238901,0.679,737.937,0.225
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,920.2270179999999,0.948,864.633,0.166
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 4, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 40, distance: Dot }",11439886,1179.4373600000001,0.956,1340.440,0.235
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214960,151.84046800000002,0.700,770.650,0.236
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170036,127.87815699999999,0.679,737.937,0.221
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,958.3635109999999,0.948,864.633,0.191
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",8282154,949.1668880000001,0.961,1424.573,0.259
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214960,160.970851,0.700,770.650,0.251
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,133.962523,0.679,737.937,0.237
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,967.678678,0.948,864.633,0.171
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 40, distance: Dot }",14625422,1539.812222,0.964,1467.867,0.255
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1215000,159.62906700000002,0.701,770.700,0.233
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170026,135.70587700000002,0.679,737.927,0.223
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,996.6723969999999,0.948,864.633,0.194
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",8282154,962.713498,0.961,1424.573,0.273
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 7, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",6238764,558.675303,0.966,902.843,0.306
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214960,166.105581,0.700,770.650,0.257
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170036,152.61908499999998,0.679,737.937,0.249
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,895.127135,0.948,864.633,0.176
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",8282154,914.607765,0.961,1424.573,0.251
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 5, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",4456260,385.984603,0.966,941.103,0.310
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214960,151.710931,0.700,770.650,0.245
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170035,131.723549,0.679,737.937,0.229
10000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6522660,994.138559,0.948,864.633,0.176
10000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",8282154,906.662323,0.961,1424.573,0.256
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 5, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",4456260,364.326053,0.966,941.103,0.309
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",1214956,151.67098000000001,0.700,770.640,0.238
10000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",1170026,127.300081,0.679,737.927,0.229
100000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",89063080,25991.387597999998,0.896,1043.837,0.378
100000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",104748869,15286.16143,0.935,2024.167,0.533
100000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 5, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",55980570,6293.462436999999,0.890,1304.783,0.641
100000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",18853834,4103.975038,0.568,1095.990,0.514
100000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 64, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",18516251,3445.384257,0.569,1085.760,0.508
100000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",89063080,25771.282062000002,0.896,1043.837,0.383
100000,"{k:30, ef: 60, start_candidates: 1}","RNNGraphParams { outer_loops: 3, inner_loops: 7, max_neighbors_after_reverse_pruning: 20, initial_neighbors: 20, distance: Dot }",104748869,15387.496589999999,0.935,2024.167,0.551
100000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 5, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",55980570,6363.4169170000005,0.890,1304.783,0.652
100000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: RandomNegToRandomPosAndBack }",26045031,5124.107155,0.651,1005.760,0.490
100000,"{k:30, ef: 60, start_candidates: 1}","TransitionParams { max_chunk_size: 256, same_chunk_max_neighbors: 20, neg_fraction: 0.3, keep_fraction: 0.1, x: 4, stop_after_stitching_n_chunks: None, distance: Dot, stitch_mode: DontStarveXXSearch }",25379613,4399.765628,0.656,1007.283,0.477
100000,"{k:30, ef: 60, start_candidates: 1}","HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",89063080,26093.636534,0.896,1043.837,0.348
100000,"{k:30, ef: 60, start_candidates: 1}","EnsembleTransitionParams { num_vp_trees: 5, max_chunk_size: 256, max_neighbors_same_chunk: 20, max_neighbors_hnsw: 40, distance: Dot }",55980570,5874.086687,0.890,1304.783,0.596
10000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6309458,1029.46546,0.945,836.427,0.184
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,344.828373,0.000,1.000,0.000
10000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6309458,944.742563,0.945,836.427,0.181
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,331.318917,0.000,1.000,0.000
10000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6309458,1013.339348,0.945,836.427,0.190
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,416.381671,0.966,941.103,0.310
10000,"{k:30, ef: 60, start_candidates: 1}","HNSW2HnswParams { level_norm_param: 0.5, ef_construction: 50, m_max: 20, m_max_0: 40, distance: Dot }",6309458,1194.283491,0.945,836.427,0.191
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,396.870723,0.966,941.103,0.309
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,370.48413899999997,0.966,941.103,0.296
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,387.561375,0.966,941.103,0.299
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,398.43683200000004,0.966,941.103,0.306
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 5, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",4456260,401.404044,0.966,941.103,0.305
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 1, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",891252,73.988022,0.010,144.433,0.039
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 2, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",1782504,151.825729,0.901,1072.787,0.343
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 2, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",1782504,157.50552100000002,0.908,1158.177,0.266
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 2, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.5, distance: Dot }",2032238,165.64155499999998,0.023,227.987,0.045
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 2, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",1782504,147.708427,0.903,1072.633,0.342
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.1, distance: Dot }",2673756,221.925215,0.013,154.627,0.034
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.001, distance: Dot }",2673756,223.38316799999998,0.013,154.627,0.034
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,219.08731500000002,0.013,154.627,0.035
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,211.41237099999998,0.013,154.627,0.034
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,230.92899599999998,0.013,154.627,0.038
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,227.519898,0.926,889.580,0.236
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,217.73288399999998,0.926,889.580,0.248
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,226.255977,0.949,1023.460,0.231
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,228.873846,0.949,1023.460,0.233
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,224.31254,0.926,889.580,0.236
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,234.448115,0.926,889.580,0.235
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,261.545809,0.940,1016.997,0.279
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.4, distance: Dot }",2950426,299.404822,0.933,1069.667,0.242
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,250.48416600000002,0.949,1023.460,0.306
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.4, distance: Dot }",2950426,275.114578,0.933,1069.667,0.257
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.0, distance: Dot }",2673756,236.095484,0.949,1023.460,0.279
10000,"{k:30, ef: 60, start_candidates: 1}","EnsembleParams { n_vp_trees: 3, max_chunk_size: 256, same_chunk_m_max: 20, m_max: 40, m_max_0: 40, level_norm: 0.4, distance: Dot }",2950426,258.864254,0.933,1069.667,0.251
